campagne,date,jour,variable,groupe,valeur,Année
2021-2022,2021-12-31,71,DOSES(J07E1),65 ans et plus,4985,2022
2021-2022,2021-12-31,71,ACTE(VGP),moins de 65 ans,1725,2022
2021-2022,2021-12-31,71,DOSES(J07E1),moins de 65 ans,4340,2022
2021-2022,2022-01-01,72,ACTE(VGP),65 ans et plus,161,2022
2021-2022,2022-01-01,72,DOSES(J07E1),65 ans et plus,186,2022
2021-2022,2022-01-01,72,ACTE(VGP),moins de 65 ans,42,2022
2021-2022,2022-01-01,72,DOSES(J07E1),moins de 65 ans,120,2022
2021-2022,2022-01-02,73,ACTE(VGP),65 ans et plus,162,2022
2021-2022,2022-01-02,73,DOSES(J07E1),65 ans et plus,83,2022
2021-2022,2022-01-02,73,ACTE(VGP),moins de 65 ans,53,2022
2021-2022,2022-01-02,73,DOSES(J07E1),moins de 65 ans,103,2022
2021-2022,2022-01-03,74,ACTE(VGP),65 ans et plus,4488,2022
2021-2022,2022-01-03,74,DOSES(J07E1),65 ans et plus,8126,2022
2021-2022,2022-01-03,74,ACTE(VGP),moins de 65 ans,2358,2022
2021-2022,2022-01-03,74,DOSES(J07E1),moins de 65 ans,5750,2022
2021-2022,2022-01-04,75,ACTE(VGP),65 ans et plus,5820,2022
2021-2022,2022-01-04,75,DOSES(J07E1),65 ans et plus,9693,2022
2021-2022,2022-01-04,75,ACTE(VGP),moins de 65 ans,2963,2022
2021-2022,2022-01-04,75,DOSES(J07E1),moins de 65 ans,6418,2022
2021-2022,2022-01-05,76,ACTE(VGP),65 ans et plus,5089,2022
2021-2022,2022-01-05,76,DOSES(J07E1),65 ans et plus,8320,2022
2021-2022,2022-01-05,76,ACTE(VGP),moins de 65 ans,2498,2022
2021-2022,2022-01-05,76,DOSES(J07E1),moins de 65 ans,5664,2022
2021-2022,2022-01-06,77,ACTE(VGP),65 ans et plus,5049,2022
2021-2022,2022-01-06,77,DOSES(J07E1),65 ans et plus,8692,2022
2021-2022,2022-01-06,77,ACTE(VGP),moins de 65 ans,2486,2022
2021-2022,2022-01-06,77,DOSES(J07E1),moins de 65 ans,5685,2022
2021-2022,2022-01-07,78,ACTE(VGP),65 ans et plus,4576,2022
2021-2022,2022-01-07,78,DOSES(J07E1),65 ans et plus,7667,2022
2021-2022,2022-01-07,78,ACTE(VGP),moins de 65 ans,2805,2022
2021-2022,2022-01-07,78,DOSES(J07E1),moins de 65 ans,5551,2022
2021-2022,2022-01-08,79,ACTE(VGP),65 ans et plus,1854,2022
2021-2022,2022-01-08,79,DOSES(J07E1),65 ans et plus,3709,2022
2021-2022,2022-01-08,79,ACTE(VGP),moins de 65 ans,1481,2022
2021-2022,2022-01-08,79,DOSES(J07E1),moins de 65 ans,3419,2022
2021-2022,2022-01-09,80,ACTE(VGP),65 ans et plus,92,2022
2021-2022,2022-01-09,80,DOSES(J07E1),65 ans et plus,215,2022
2021-2022,2022-01-09,80,ACTE(VGP),moins de 65 ans,62,2022
2021-2022,2022-01-09,80,DOSES(J07E1),moins de 65 ans,147,2022
2021-2022,2022-01-10,81,ACTE(VGP),65 ans et plus,3528,2022
2021-2022,2022-01-10,81,DOSES(J07E1),65 ans et plus,6438,2022
2021-2022,2022-01-10,81,ACTE(VGP),moins de 65 ans,1758,2022
2021-2022,2022-01-10,81,DOSES(J07E1),moins de 65 ans,4172,2022
2021-2022,2022-01-11,82,ACTE(VGP),65 ans et plus,3805,2022
2021-2022,2022-01-11,82,DOSES(J07E1),65 ans et plus,6550,2022
2021-2022,2022-01-11,82,ACTE(VGP),moins de 65 ans,1912,2022
2021-2022,2022-01-11,82,DOSES(J07E1),moins de 65 ans,4076,2022
2021-2022,2022-01-12,83,ACTE(VGP),65 ans et plus,2945,2022
2021-2022,2022-01-12,83,DOSES(J07E1),65 ans et plus,5139,2022
2021-2022,2022-01-12,83,ACTE(VGP),moins de 65 ans,1604,2022
2021-2022,2022-01-12,83,DOSES(J07E1),moins de 65 ans,3762,2022
2021-2022,2022-01-13,84,ACTE(VGP),65 ans et plus,3042,2022
2021-2022,2022-01-13,84,DOSES(J07E1),65 ans et plus,5082,2022
2021-2022,2022-01-13,84,ACTE(VGP),moins de 65 ans,1511,2022
2021-2022,2022-01-13,84,DOSES(J07E1),moins de 65 ans,3501,2022
2021-2022,2022-01-14,85,ACTE(VGP),65 ans et plus,2800,2022
2021-2022,2022-01-14,85,DOSES(J07E1),65 ans et plus,4653,2022
2021-2022,2022-01-14,85,ACTE(VGP),moins de 65 ans,1662,2022
2021-2022,2022-01-14,85,DOSES(J07E1),moins de 65 ans,3582,2022
2021-2022,2022-01-15,86,ACTE(VGP),65 ans et plus,1109,2022
2021-2022,2022-01-15,86,DOSES(J07E1),65 ans et plus,2525,2022
2021-2022,2022-01-15,86,ACTE(VGP),moins de 65 ans,919,2022
2021-2022,2022-01-15,86,DOSES(J07E1),moins de 65 ans,2096,2022
2021-2022,2022-01-16,87,ACTE(VGP),65 ans et plus,130,2022
2021-2022,2022-01-16,87,DOSES(J07E1),65 ans et plus,47,2022
2021-2022,2022-01-16,87,ACTE(VGP),moins de 65 ans,72,2022
2021-2022,2022-01-16,87,DOSES(J07E1),moins de 65 ans,108,2022
2021-2022,2022-01-17,88,ACTE(VGP),65 ans et plus,2272,2022
2021-2022,2022-01-17,88,DOSES(J07E1),65 ans et plus,3515,2022
2021-2022,2022-01-17,88,ACTE(VGP),moins de 65 ans,1272,2022
2021-2022,2022-01-17,88,DOSES(J07E1),moins de 65 ans,2723,2022
2021-2022,2022-01-18,89,ACTE(VGP),65 ans et plus,2483,2022
2021-2022,2022-01-18,89,DOSES(J07E1),65 ans et plus,4357,2022
2021-2022,2022-01-18,89,ACTE(VGP),moins de 65 ans,1351,2022
2021-2022,2022-01-18,89,DOSES(J07E1),moins de 65 ans,2629,2022
2021-2022,2022-01-19,90,ACTE(VGP),65 ans et plus,2007,2022
2021-2022,2022-01-19,90,DOSES(J07E1),65 ans et plus,3804,2022
2021-2022,2022-01-19,90,ACTE(VGP),moins de 65 ans,1090,2022
2021-2022,2022-01-19,90,DOSES(J07E1),moins de 65 ans,2459,2022
2021-2022,2022-01-20,91,ACTE(VGP),65 ans et plus,2166,2022
2021-2022,2022-01-20,91,DOSES(J07E1),65 ans et plus,3335,2022
2021-2022,2022-01-20,91,ACTE(VGP),moins de 65 ans,1132,2022
2021-2022,2022-01-20,91,DOSES(J07E1),moins de 65 ans,2499,2022
2021-2022,2022-01-21,92,ACTE(VGP),65 ans et plus,2080,2022
2021-2022,2022-01-21,92,DOSES(J07E1),65 ans et plus,3622,2022
2021-2022,2022-01-21,92,ACTE(VGP),moins de 65 ans,1150,2022
2021-2022,2022-01-21,92,DOSES(J07E1),moins de 65 ans,2550,2022
2021-2022,2022-01-22,93,ACTE(VGP),65 ans et plus,786,2022
2021-2022,2022-01-22,93,DOSES(J07E1),65 ans et plus,1990,2022
2021-2022,2022-01-22,93,ACTE(VGP),moins de 65 ans,644,2022
2021-2022,2022-01-22,93,DOSES(J07E1),moins de 65 ans,1610,2022
2021-2022,2022-01-23,94,ACTE(VGP),65 ans et plus,49,2022
2021-2022,2022-01-23,94,DOSES(J07E1),65 ans et plus,26,2022
2021-2022,2022-01-23,94,ACTE(VGP),moins de 65 ans,49,2022
2021-2022,2022-01-23,94,DOSES(J07E1),moins de 65 ans,174,2022
2021-2022,2022-01-24,95,ACTE(VGP),65 ans et plus,1769,2022
2021-2022,2022-01-24,95,DOSES(J07E1),65 ans et plus,3190,2022
2021-2022,2022-01-24,95,ACTE(VGP),moins de 65 ans,835,2022
2021-2022,2022-01-24,95,DOSES(J07E1),moins de 65 ans,1853,2022
2021-2022,2022-01-25,96,ACTE(VGP),65 ans et plus,1995,2022
2021-2022,2022-01-25,96,DOSES(J07E1),65 ans et plus,3597,2022
2021-2022,2022-01-25,96,ACTE(VGP),moins de 65 ans,1004,2022
2021-2022,2022-01-25,96,DOSES(J07E1),moins de 65 ans,2029,2022
2021-2022,2022-01-26,97,ACTE(VGP),65 ans et plus,1662,2022
2021-2022,2022-01-26,97,DOSES(J07E1),65 ans et plus,2837,2022
2021-2022,2022-01-26,97,ACTE(VGP),moins de 65 ans,794,2022
2021-2022,2022-01-26,97,DOSES(J07E1),moins de 65 ans,1758,2022
2021-2022,2022-01-27,98,ACTE(VGP),65 ans et plus,1692,2022
2021-2022,2022-01-27,98,DOSES(J07E1),65 ans et plus,3074,2022
2021-2022,2022-01-27,98,ACTE(VGP),moins de 65 ans,861,2022
2021-2022,2022-01-27,98,DOSES(J07E1),moins de 65 ans,1908,2022
2021-2022,2022-01-28,99,ACTE(VGP),65 ans et plus,1578,2022
2021-2022,2022-01-28,99,DOSES(J07E1),65 ans et plus,2584,2022
2021-2022,2022-01-28,99,ACTE(VGP),moins de 65 ans,913,2022
2021-2022,2022-01-28,99,DOSES(J07E1),moins de 65 ans,1967,2022
2021-2022,2022-01-29,100,ACTE(VGP),65 ans et plus,783,2022
2021-2022,2022-01-29,100,DOSES(J07E1),65 ans et plus,1829,2022
2021-2022,2022-01-29,100,ACTE(VGP),moins de 65 ans,568,2022
2021-2022,2022-01-29,100,DOSES(J07E1),moins de 65 ans,1163,2022
2021-2022,2022-01-30,101,ACTE(VGP),65 ans et plus,42,2022
2021-2022,2022-01-30,101,DOSES(J07E1),65 ans et plus,82,2022
2021-2022,2022-01-30,101,ACTE(VGP),moins de 65 ans,58,2022
2021-2022,2022-01-30,101,DOSES(J07E1),moins de 65 ans,51,2022
2021-2022,2022-01-31,102,ACTE(VGP),65 ans et plus,1612,2022
2021-2022,2022-01-31,102,DOSES(J07E1),65 ans et plus,2637,2022
2021-2022,2022-01-31,102,ACTE(VGP),moins de 65 ans,853,2022
2021-2022,2022-01-31,102,DOSES(J07E1),moins de 65 ans,1841,2022
2021-2022,2022-02-01,103,ACTE(VGP),65 ans et plus,1154,2022
2021-2022,2022-02-01,103,DOSES(J07E1),65 ans et plus,1375,2022
2021-2022,2022-02-01,103,ACTE(VGP),moins de 65 ans,645,2022
2021-2022,2022-02-01,103,DOSES(J07E1),moins de 65 ans,1146,2022
2021-2022,2022-02-02,104,ACTE(VGP),65 ans et plus,684,2022
2021-2022,2022-02-02,104,DOSES(J07E1),65 ans et plus,1001,2022
2021-2022,2022-02-02,104,ACTE(VGP),moins de 65 ans,463,2022
2021-2022,2022-02-02,104,DOSES(J07E1),moins de 65 ans,950,2022
2021-2022,2022-02-03,105,ACTE(VGP),65 ans et plus,897,2022
2021-2022,2022-02-03,105,DOSES(J07E1),65 ans et plus,1099,2022
2021-2022,2022-02-03,105,ACTE(VGP),moins de 65 ans,489,2022
2021-2022,2022-02-03,105,DOSES(J07E1),moins de 65 ans,851,2022
2021-2022,2022-02-04,106,ACTE(VGP),65 ans et plus,843,2022
2021-2022,2022-02-04,106,DOSES(J07E1),65 ans et plus,1221,2022
2021-2022,2022-02-04,106,ACTE(VGP),moins de 65 ans,540,2022
2021-2022,2022-02-04,106,DOSES(J07E1),moins de 65 ans,1145,2022
2021-2022,2022-02-05,107,ACTE(VGP),65 ans et plus,415,2022
2021-2022,2022-02-05,107,DOSES(J07E1),65 ans et plus,556,2022
2021-2022,2022-02-05,107,ACTE(VGP),moins de 65 ans,276,2022
2021-2022,2022-02-05,107,DOSES(J07E1),moins de 65 ans,591,2022
2021-2022,2022-02-06,108,ACTE(VGP),65 ans et plus,46,2022
2021-2022,2022-02-06,108,DOSES(J07E1),65 ans et plus,92,2022
2021-2022,2022-02-06,108,ACTE(VGP),moins de 65 ans,32,2022
2021-2022,2022-02-06,108,DOSES(J07E1),moins de 65 ans,67,2022
2021-2022,2022-02-07,109,ACTE(VGP),65 ans et plus,752,2022
2021-2022,2022-02-07,109,DOSES(J07E1),65 ans et plus,998,2022
2021-2022,2022-02-07,109,ACTE(VGP),moins de 65 ans,445,2022
2021-2022,2022-02-07,109,DOSES(J07E1),moins de 65 ans,953,2022
2021-2022,2022-02-08,110,ACTE(VGP),65 ans et plus,795,2022
2021-2022,2022-02-08,110,DOSES(J07E1),65 ans et plus,852,2022
2021-2022,2022-02-08,110,ACTE(VGP),moins de 65 ans,526,2022
2021-2022,2022-02-08,110,DOSES(J07E1),moins de 65 ans,888,2022
2021-2022,2022-02-09,111,ACTE(VGP),65 ans et plus,690,2022
2021-2022,2022-02-09,111,DOSES(J07E1),65 ans et plus,788,2022
2021-2022,2022-02-09,111,ACTE(VGP),moins de 65 ans,453,2022
2021-2022,2022-02-09,111,DOSES(J07E1),moins de 65 ans,813,2022
2021-2022,2022-02-10,112,ACTE(VGP),65 ans et plus,733,2022
2021-2022,2022-02-10,112,DOSES(J07E1),65 ans et plus,964,2022
2021-2022,2022-02-10,112,ACTE(VGP),moins de 65 ans,473,2022
2021-2022,2022-02-10,112,DOSES(J07E1),moins de 65 ans,911,2022
2021-2022,2022-02-11,113,ACTE(VGP),65 ans et plus,733,2022
2021-2022,2022-02-11,113,DOSES(J07E1),65 ans et plus,958,2022
2021-2022,2022-02-11,113,ACTE(VGP),moins de 65 ans,360,2022
2021-2022,2022-02-11,113,DOSES(J07E1),moins de 65 ans,658,2022
2021-2022,2022-02-12,114,ACTE(VGP),65 ans et plus,328,2022
2021-2022,2022-02-12,114,DOSES(J07E1),65 ans et plus,500,2022
2021-2022,2022-02-12,114,ACTE(VGP),moins de 65 ans,192,2022
2021-2022,2022-02-12,114,DOSES(J07E1),moins de 65 ans,517,2022
2021-2022,2022-02-13,115,ACTE(VGP),65 ans et plus,125,2022
2021-2022,2022-02-13,115,DOSES(J07E1),65 ans et plus,254,2022
2021-2022,2022-02-13,115,ACTE(VGP),moins de 65 ans,32,2022
2021-2022,2022-02-13,115,DOSES(J07E1),moins de 65 ans,48,2022
2021-2022,2022-02-14,116,ACTE(VGP),65 ans et plus,651,2022
2021-2022,2022-02-14,116,DOSES(J07E1),65 ans et plus,654,2022
2021-2022,2022-02-14,116,ACTE(VGP),moins de 65 ans,397,2022
2021-2022,2022-02-14,116,DOSES(J07E1),moins de 65 ans,652,2022
2021-2022,2022-02-15,117,ACTE(VGP),65 ans et plus,643,2022
2021-2022,2022-02-15,117,DOSES(J07E1),65 ans et plus,656,2022
2021-2022,2022-02-15,117,ACTE(VGP),moins de 65 ans,417,2022
2021-2022,2022-02-15,117,DOSES(J07E1),moins de 65 ans,619,2022
2021-2022,2022-02-16,118,ACTE(VGP),65 ans et plus,773,2022
2021-2022,2022-02-16,118,DOSES(J07E1),65 ans et plus,443,2022
2021-2022,2022-02-16,118,ACTE(VGP),moins de 65 ans,337,2022
2021-2022,2022-02-16,118,DOSES(J07E1),moins de 65 ans,644,2022
2021-2022,2022-02-17,119,ACTE(VGP),65 ans et plus,620,2022
2021-2022,2022-02-17,119,DOSES(J07E1),65 ans et plus,706,2022
2021-2022,2022-02-17,119,ACTE(VGP),moins de 65 ans,419,2022
2021-2022,2022-02-17,119,DOSES(J07E1),moins de 65 ans,695,2022
2021-2022,2022-02-18,120,ACTE(VGP),65 ans et plus,714,2022
2021-2022,2022-02-18,120,DOSES(J07E1),65 ans et plus,1177,2022
2021-2022,2022-02-18,120,ACTE(VGP),moins de 65 ans,399,2022
2021-2022,2022-02-18,120,DOSES(J07E1),moins de 65 ans,737,2022
2021-2022,2022-02-19,121,ACTE(VGP),65 ans et plus,416,2022
2021-2022,2022-02-19,121,DOSES(J07E1),65 ans et plus,538,2022
2021-2022,2022-02-19,121,ACTE(VGP),moins de 65 ans,235,2022
2021-2022,2022-02-19,121,DOSES(J07E1),moins de 65 ans,373,2022
2021-2022,2022-02-20,122,ACTE(VGP),65 ans et plus,45,2022
2021-2022,2022-02-20,122,DOSES(J07E1),65 ans et plus,13,2022
2021-2022,2022-02-20,122,ACTE(VGP),moins de 65 ans,28,2022
2021-2022,2022-02-20,122,DOSES(J07E1),moins de 65 ans,30,2022
2021-2022,2022-02-21,123,ACTE(VGP),65 ans et plus,734,2022
2021-2022,2022-02-21,123,DOSES(J07E1),65 ans et plus,795,2022
2021-2022,2022-02-21,123,ACTE(VGP),moins de 65 ans,412,2022
2021-2022,2022-02-21,123,DOSES(J07E1),moins de 65 ans,662,2022
2021-2022,2022-02-22,124,ACTE(VGP),65 ans et plus,562,2022
2021-2022,2022-02-22,124,DOSES(J07E1),65 ans et plus,752,2022
2021-2022,2022-02-22,124,ACTE(VGP),moins de 65 ans,363,2022
2021-2022,2022-02-22,124,DOSES(J07E1),moins de 65 ans,695,2022
2021-2022,2022-02-23,125,ACTE(VGP),65 ans et plus,573,2022
2021-2022,2022-02-23,125,DOSES(J07E1),65 ans et plus,1040,2022
2021-2022,2022-02-23,125,ACTE(VGP),moins de 65 ans,374,2022
2021-2022,2022-02-23,125,DOSES(J07E1),moins de 65 ans,733,2022
2021-2022,2022-02-24,126,ACTE(VGP),65 ans et plus,534,2022
2021-2022,2022-02-24,126,DOSES(J07E1),65 ans et plus,675,2022
2021-2022,2022-02-24,126,ACTE(VGP),moins de 65 ans,319,2022
2021-2022,2022-02-24,126,DOSES(J07E1),moins de 65 ans,583,2022
2021-2022,2022-02-25,127,ACTE(VGP),65 ans et plus,652,2022
2021-2022,2022-02-25,127,DOSES(J07E1),65 ans et plus,521,2022
2021-2022,2022-02-25,127,ACTE(VGP),moins de 65 ans,335,2022
2021-2022,2022-02-25,127,DOSES(J07E1),moins de 65 ans,517,2022
2021-2022,2022-02-26,128,ACTE(VGP),65 ans et plus,205,2022
2021-2022,2022-02-26,128,DOSES(J07E1),65 ans et plus,678,2022
2021-2022,2022-02-26,128,ACTE(VGP),moins de 65 ans,169,2022
2021-2022,2022-02-26,128,DOSES(J07E1),moins de 65 ans,265,2022
2021-2022,2022-02-27,129,ACTE(VGP),65 ans et plus,82,2022
2021-2022,2022-02-27,129,DOSES(J07E1),65 ans et plus,72,2022
2021-2022,2022-02-27,129,ACTE(VGP),moins de 65 ans,21,2022
2021-2022,2022-02-27,129,DOSES(J07E1),moins de 65 ans,44,2022
2021-2022,2022-02-28,130,ACTE(VGP),65 ans et plus,530,2022
2021-2022,2022-02-28,130,DOSES(J07E1),65 ans et plus,1150,2022
2021-2022,2022-02-28,130,ACTE(VGP),moins de 65 ans,289,2022
2021-2022,2022-02-28,130,DOSES(J07E1),moins de 65 ans,736,2022
2022-2023,2022-10-18,1,ACTE(VGP),65 ans et plus,149739,2022
2022-2023,2022-10-18,1,DOSES(J07E1),65 ans et plus,555059,2022
2022-2023,2022-10-18,1,ACTE(VGP),moins de 65 ans,37380,2022
2022-2023,2022-10-18,1,DOSES(J07E1),moins de 65 ans,119448,2022
2022-2023,2022-10-19,2,ACTE(VGP),65 ans et plus,120484,2022
2022-2023,2022-10-19,2,DOSES(J07E1),65 ans et plus,396041,2022
2022-2023,2022-10-19,2,ACTE(VGP),moins de 65 ans,27396,2022
2022-2023,2022-10-19,2,DOSES(J07E1),moins de 65 ans,82064,2022
2022-2023,2022-10-20,3,ACTE(VGP),65 ans et plus,108450,2022
2022-2023,2022-10-20,3,DOSES(J07E1),65 ans et plus,332013,2022
2022-2023,2022-10-20,3,ACTE(VGP),moins de 65 ans,23765,2022
2022-2023,2022-10-20,3,DOSES(J07E1),moins de 65 ans,66854,2022
2022-2023,2022-10-21,4,ACTE(VGP),65 ans et plus,109942,2022
2022-2023,2022-10-21,4,DOSES(J07E1),65 ans et plus,284934,2022
2022-2023,2022-10-21,4,ACTE(VGP),moins de 65 ans,24291,2022
2022-2023,2022-10-21,4,DOSES(J07E1),moins de 65 ans,65265,2022
2022-2023,2022-10-22,5,ACTE(VGP),65 ans et plus,30803,2022
2022-2023,2022-10-22,5,DOSES(J07E1),65 ans et plus,123654,2022
2022-2023,2022-10-22,5,ACTE(VGP),moins de 65 ans,13179,2022
2022-2023,2022-10-22,5,DOSES(J07E1),moins de 65 ans,37333,2022
2022-2023,2022-10-23,6,ACTE(VGP),65 ans et plus,671,2022
2022-2023,2022-10-23,6,DOSES(J07E1),65 ans et plus,1346,2022
2022-2023,2022-10-23,6,ACTE(VGP),moins de 65 ans,295,2022
2022-2023,2022-10-23,6,DOSES(J07E1),moins de 65 ans,573,2022
2022-2023,2022-10-24,7,ACTE(VGP),65 ans et plus,81614,2022
2022-2023,2022-10-24,7,DOSES(J07E1),65 ans et plus,224971,2022
2022-2023,2022-10-24,7,ACTE(VGP),moins de 65 ans,19431,2022
2022-2023,2022-10-24,7,DOSES(J07E1),moins de 65 ans,51813,2022
2022-2023,2022-10-25,8,ACTE(VGP),65 ans et plus,98327,2022
2022-2023,2022-10-25,8,DOSES(J07E1),65 ans et plus,253772,2022
2022-2023,2022-10-25,8,ACTE(VGP),moins de 65 ans,20340,2022
2022-2023,2022-10-25,8,DOSES(J07E1),moins de 65 ans,53815,2022
2022-2023,2022-10-26,9,ACTE(VGP),65 ans et plus,74157,2022
2022-2023,2022-10-26,9,DOSES(J07E1),65 ans et plus,198278,2022
2022-2023,2022-10-26,9,ACTE(VGP),moins de 65 ans,17048,2022
2022-2023,2022-10-26,9,DOSES(J07E1),moins de 65 ans,45902,2022
2022-2023,2022-10-27,10,ACTE(VGP),65 ans et plus,69950,2022
2022-2023,2022-10-27,10,DOSES(J07E1),65 ans et plus,185155,2022
2022-2023,2022-10-27,10,ACTE(VGP),moins de 65 ans,16212,2022
2022-2023,2022-10-27,10,DOSES(J07E1),moins de 65 ans,42811,2022
2022-2023,2022-10-28,11,ACTE(VGP),65 ans et plus,68039,2022
2022-2023,2022-10-28,11,DOSES(J07E1),65 ans et plus,176185,2022
2022-2023,2022-10-28,11,ACTE(VGP),moins de 65 ans,17827,2022
2022-2023,2022-10-28,11,DOSES(J07E1),moins de 65 ans,45227,2022
2022-2023,2022-10-29,12,ACTE(VGP),65 ans et plus,21996,2022
2022-2023,2022-10-29,12,DOSES(J07E1),65 ans et plus,77062,2022
2022-2023,2022-10-29,12,ACTE(VGP),moins de 65 ans,9348,2022
2022-2023,2022-10-29,12,DOSES(J07E1),moins de 65 ans,25269,2022
2022-2023,2022-10-30,13,ACTE(VGP),65 ans et plus,328,2022
2022-2023,2022-10-30,13,DOSES(J07E1),65 ans et plus,748,2022
2022-2023,2022-10-30,13,ACTE(VGP),moins de 65 ans,150,2022
2022-2023,2022-10-30,13,DOSES(J07E1),moins de 65 ans,327,2022
2022-2023,2022-10-31,14,ACTE(VGP),65 ans et plus,54934,2022
2022-2023,2022-10-31,14,DOSES(J07E1),65 ans et plus,146846,2022
2022-2023,2022-10-31,14,ACTE(VGP),moins de 65 ans,16339,2022
2022-2023,2022-10-31,14,DOSES(J07E1),moins de 65 ans,41258,2022
2022-2023,2022-11-01,15,ACTE(VGP),65 ans et plus,590,2022
2022-2023,2022-11-01,15,DOSES(J07E1),65 ans et plus,1399,2022
2022-2023,2022-11-01,15,ACTE(VGP),moins de 65 ans,256,2022
2022-2023,2022-11-01,15,DOSES(J07E1),moins de 65 ans,642,2022
2022-2023,2022-11-02,16,ACTE(VGP),65 ans et plus,96597,2022
2022-2023,2022-11-02,16,DOSES(J07E1),65 ans et plus,234277,2022
2022-2023,2022-11-02,16,ACTE(VGP),moins de 65 ans,20145,2022
2022-2023,2022-11-02,16,DOSES(J07E1),moins de 65 ans,52257,2022
2022-2023,2022-11-03,17,ACTE(VGP),65 ans et plus,93660,2022
2022-2023,2022-11-03,17,DOSES(J07E1),65 ans et plus,217316,2022
2022-2023,2022-11-03,17,ACTE(VGP),moins de 65 ans,19878,2022
2022-2023,2022-11-03,17,DOSES(J07E1),moins de 65 ans,49363,2022
2022-2023,2022-11-04,18,ACTE(VGP),65 ans et plus,97058,2022
2022-2023,2022-11-04,18,DOSES(J07E1),65 ans et plus,219154,2022
2022-2023,2022-11-04,18,ACTE(VGP),moins de 65 ans,23150,2022
2022-2023,2022-11-04,18,DOSES(J07E1),moins de 65 ans,54327,2022
2022-2023,2022-11-05,19,ACTE(VGP),65 ans et plus,31409,2022
2022-2023,2022-11-05,19,DOSES(J07E1),65 ans et plus,101129,2022
2022-2023,2022-11-05,19,ACTE(VGP),moins de 65 ans,13019,2022
2022-2023,2022-11-05,19,DOSES(J07E1),moins de 65 ans,33848,2022
2022-2023,2022-11-06,20,ACTE(VGP),65 ans et plus,565,2022
2022-2023,2022-11-06,20,DOSES(J07E1),65 ans et plus,1210,2022
2022-2023,2022-11-06,20,ACTE(VGP),moins de 65 ans,195,2022
2022-2023,2022-11-06,20,DOSES(J07E1),moins de 65 ans,542,2022
2022-2023,2022-11-07,21,ACTE(VGP),65 ans et plus,112702,2022
2022-2023,2022-11-07,21,DOSES(J07E1),65 ans et plus,237488,2022
2022-2023,2022-11-07,21,ACTE(VGP),moins de 65 ans,22884,2022
2022-2023,2022-11-07,21,DOSES(J07E1),moins de 65 ans,54239,2022
2022-2023,2022-11-08,22,ACTE(VGP),65 ans et plus,133561,2022
2022-2023,2022-11-08,22,DOSES(J07E1),65 ans et plus,266081,2022
2022-2023,2022-11-08,22,ACTE(VGP),moins de 65 ans,24760,2022
2022-2023,2022-11-08,22,DOSES(J07E1),moins de 65 ans,58301,2022
2022-2023,2022-11-09,23,ACTE(VGP),65 ans et plus,102250,2022
2022-2023,2022-11-09,23,DOSES(J07E1),65 ans et plus,208901,2022
2022-2023,2022-11-09,23,ACTE(VGP),moins de 65 ans,21294,2022
2022-2023,2022-11-09,23,DOSES(J07E1),moins de 65 ans,52651,2022
2022-2023,2022-11-10,24,ACTE(VGP),65 ans et plus,116775,2022
2022-2023,2022-11-10,24,DOSES(J07E1),65 ans et plus,230745,2022
2022-2023,2022-11-10,24,ACTE(VGP),moins de 65 ans,26072,2022
2022-2023,2022-11-10,24,DOSES(J07E1),moins de 65 ans,58258,2022
2022-2023,2022-11-11,25,ACTE(VGP),65 ans et plus,697,2022
2022-2023,2022-11-11,25,DOSES(J07E1),65 ans et plus,2327,2022
2022-2023,2022-11-11,25,ACTE(VGP),moins de 65 ans,337,2022
2022-2023,2022-11-11,25,DOSES(J07E1),moins de 65 ans,1123,2022
2022-2023,2022-11-12,26,ACTE(VGP),65 ans et plus,36594,2022
2022-2023,2022-11-12,26,DOSES(J07E1),65 ans et plus,100344,2022
2022-2023,2022-11-12,26,ACTE(VGP),moins de 65 ans,13823,2022
2022-2023,2022-11-12,26,DOSES(J07E1),moins de 65 ans,34557,2022
2022-2023,2022-11-13,27,ACTE(VGP),65 ans et plus,485,2022
2022-2023,2022-11-13,27,DOSES(J07E1),65 ans et plus,1206,2022
2022-2023,2022-11-13,27,ACTE(VGP),moins de 65 ans,184,2022
2022-2023,2022-11-13,27,DOSES(J07E1),moins de 65 ans,508,2022
2022-2023,2022-11-14,28,ACTE(VGP),65 ans et plus,113832,2022
2022-2023,2022-11-14,28,DOSES(J07E1),65 ans et plus,213682,2022
2022-2023,2022-11-14,28,ACTE(VGP),moins de 65 ans,22796,2022
2022-2023,2022-11-14,28,DOSES(J07E1),moins de 65 ans,53117,2022
2022-2023,2022-11-15,29,ACTE(VGP),65 ans et plus,136849,2022
2022-2023,2022-11-15,29,DOSES(J07E1),65 ans et plus,239387,2022
2022-2023,2022-11-15,29,ACTE(VGP),moins de 65 ans,27923,2022
2022-2023,2022-11-15,29,DOSES(J07E1),moins de 65 ans,63544,2022
2022-2023,2022-11-16,30,ACTE(VGP),65 ans et plus,104578,2022
2022-2023,2022-11-16,30,DOSES(J07E1),65 ans et plus,188634,2022
2022-2023,2022-11-16,30,ACTE(VGP),moins de 65 ans,23733,2022
2022-2023,2022-11-16,30,DOSES(J07E1),moins de 65 ans,56587,2022
2022-2023,2022-11-17,31,ACTE(VGP),65 ans et plus,102056,2022
2022-2023,2022-11-17,31,DOSES(J07E1),65 ans et plus,178457,2022
2022-2023,2022-11-17,31,ACTE(VGP),moins de 65 ans,23585,2022
